keyword,intent,format_page,zone_type,metier,modificateur,vol_estime,difficulte,page_cible,statut,priorite,tier,quick_win,raison_priorite
travaux.com alternative,commercial,comparatif,national,n/a,aucun,30,medium,/comparatif/travaux.com,a-creer,4,T5-defensif,oui,Capture intent migration concurrent
bilik alternative,commercial,comparatif,national,n/a,aucun,30,medium,/comparatif/bilik,a-creer,4,T5-defensif,oui,Capture intent migration concurrent
eldotravo alternative,commercial,comparatif,national,n/a,aucun,30,medium,/comparatif/eldotravo,a-creer,4,T5-defensif,oui,Capture intent migration concurrent
hemea alternative,commercial,comparatif,national,n/a,aucun,30,medium,/comparatif/hemea,a-creer,4,T5-defensif,oui,Capture intent migration concurrent
123devis alternative,commercial,comparatif,national,n/a,aucun,30,medium,/comparatif/123devis,a-creer,4,T5-defensif,oui,Capture intent migration concurrent
ootravaux alternative,commercial,comparatif,national,n/a,aucun,30,medium,/comparatif/ootravaux,a-creer,4,T5-defensif,oui,Capture intent migration concurrent
effy alternative,commercial,comparatif,national,n/a,aucun,30,medium,/comparatif/effy,a-creer,4,T5-defensif,oui,Capture intent migration concurrent
electricien voglans,transactional,local-listing,commune-banlieue,electricien,aucun,29,low,/chambery/voglans/electricien,a-creer,4,T3-longue-traine,non,Couverture geographique exhaustive
electricien apremont,transactional,local-listing,commune-bassin,electricien,aucun,29,low,/chambery/apremont/electricien,a-creer,4,T3-longue-traine,non,"Bassin petite (1,100hab) - longue traine, faible vol"
peintre mornant,transactional,local-listing,commune-bassin,peintre,aucun,29,low,/lyon/mornant/peintre,a-creer,4,T3-longue-traine,non,"Bassin petite (6,200hab) - longue traine, faible vol"
menuisier mornant,transactional,local-listing,commune-bassin,menuisier,aucun,29,low,/lyon/mornant/menuisier,a-creer,4,T3-longue-traine,non,"Bassin petite (6,200hab) - longue traine, faible vol"
peintre saint laurent de mure,transactional,local-listing,commune-bassin,peintre,aucun,29,low,/lyon/saint-laurent-de-mure/peintre,a-creer,4,T3-longue-traine,non,"Bassin petite (6,200hab) - longue traine, faible vol"
menuisier saint laurent de mure,transactional,local-listing,commune-bassin,menuisier,aucun,29,low,/lyon/saint-laurent-de-mure/menuisier,a-creer,4,T3-longue-traine,non,"Bassin petite (6,200hab) - longue traine, faible vol"
electricien les charmettes,transactional,local-listing,quartier-intramuros,electricien,aucun,28,low,/chambery/les-charmettes/electricien,a-creer,4,T3-longue-traine,non,"Quartier Chambéry (1,500hab) - tres longue traine"
electricien calamine,transactional,local-listing,quartier-intramuros,electricien,aucun,28,low,/chambery/calamine/electricien,a-creer,4,T3-longue-traine,non,"Quartier Chambéry (1,500hab) - tres longue traine"
electricien saint jean d arvey,transactional,local-listing,quartier-intramuros,electricien,aucun,28,low,/chambery/saint-jean-d-arvey/electricien,a-creer,4,T3-longue-traine,non,"Quartier Chambéry (1,500hab) - tres longue traine"
carreleur evian les bains,transactional,local-listing,commune-bassin,carreleur,aucun,28,low,/annecy/evian-les-bains/carreleur,a-creer,4,T3-longue-traine,non,"Bassin petite (8,900hab) - longue traine, faible vol"
chauffagiste evian les bains,transactional,local-listing,commune-bassin,chauffagiste,aucun,28,low,/annecy/evian-les-bains/chauffagiste,a-creer,4,T3-longue-traine,non,"Bassin petite (8,900hab) - longue traine, faible vol"
carreleur chaponost,transactional,local-listing,commune-bassin,carreleur,aucun,28,low,/lyon/chaponost/carreleur,a-creer,4,T3-longue-traine,non,"Bassin petite (9,100hab) - longue traine, faible vol"
chauffagiste chaponost,transactional,local-listing,commune-bassin,chauffagiste,aucun,28,low,/lyon/chaponost/chauffagiste,a-creer,4,T3-longue-traine,non,"Bassin petite (9,100hab) - longue traine, faible vol"
carreleur saint jean de maurienne,transactional,local-listing,commune-bassin,carreleur,aucun,27,low,/chambery/saint-jean-de-maurienne/carreleur,a-creer,4,T3-longue-traine,non,"Bassin petite (7,800hab) - longue traine, faible vol"
chauffagiste saint jean de maurienne,transactional,local-listing,commune-bassin,chauffagiste,aucun,27,low,/chambery/saint-jean-de-maurienne/chauffagiste,a-creer,4,T3-longue-traine,non,"Bassin petite (7,800hab) - longue traine, faible vol"
plombier quintal,transactional,local-listing,commune-banlieue,plombier,aucun,27,low,/annecy/quintal/plombier,a-creer,4,T3-longue-traine,non,Couverture geographique exhaustive
peintre la mure,transactional,local-listing,commune-bassin,peintre,aucun,27,low,/grenoble/la-mure/peintre,a-creer,4,T3-longue-traine,non,"Bassin petite (5,100hab) - longue traine, faible vol"
menuisier la mure,transactional,local-listing,commune-bassin,menuisier,aucun,27,low,/grenoble/la-mure/menuisier,a-creer,4,T3-longue-traine,non,"Bassin petite (5,100hab) - longue traine, faible vol"
peintre vieux lyon,transactional,local-listing,quartier-intramuros,peintre,aucun,27,low,/lyon/vieux-lyon/peintre,a-creer,4,T3-longue-traine,non,"Quartier Lyon (8,000hab) - tres longue traine"
menuisier vieux lyon,transactional,local-listing,quartier-intramuros,menuisier,aucun,27,low,/lyon/vieux-lyon/menuisier,a-creer,4,T3-longue-traine,non,"Quartier Lyon (8,000hab) - tres longue traine"
peintre confluence,transactional,local-listing,quartier-intramuros,peintre,aucun,27,low,/lyon/confluence/peintre,a-creer,4,T3-longue-traine,non,"Quartier Lyon (8,000hab) - tres longue traine"
menuisier confluence,transactional,local-listing,quartier-intramuros,menuisier,aucun,27,low,/lyon/confluence/menuisier,a-creer,4,T3-longue-traine,non,"Quartier Lyon (8,000hab) - tres longue traine"
peintre foch,transactional,local-listing,quartier-intramuros,peintre,aucun,27,low,/lyon/foch/peintre,a-creer,4,T3-longue-traine,non,"Quartier Lyon (8,000hab) - tres longue traine"
menuisier foch,transactional,local-listing,quartier-intramuros,menuisier,aucun,27,low,/lyon/foch/menuisier,a-creer,4,T3-longue-traine,non,"Quartier Lyon (8,000hab) - tres longue traine"
peintre saint rambert,transactional,local-listing,quartier-intramuros,peintre,aucun,27,low,/lyon/saint-rambert/peintre,a-creer,4,T3-longue-traine,non,"Quartier Lyon (8,000hab) - tres longue traine"
menuisier saint rambert,transactional,local-listing,quartier-intramuros,menuisier,aucun,27,low,/lyon/saint-rambert/menuisier,a-creer,4,T3-longue-traine,non,"Quartier Lyon (8,000hab) - tres longue traine"
peintre point du jour,transactional,local-listing,quartier-intramuros,peintre,aucun,27,low,/lyon/point-du-jour/peintre,a-creer,4,T3-longue-traine,non,"Quartier Lyon (8,000hab) - tres longue traine"
menuisier point du jour,transactional,local-listing,quartier-intramuros,menuisier,aucun,27,low,/lyon/point-du-jour/menuisier,a-creer,4,T3-longue-traine,non,"Quartier Lyon (8,000hab) - tres longue traine"
carreleur anse,transactional,local-listing,commune-bassin,carreleur,aucun,27,low,/lyon/anse/carreleur,a-creer,4,T3-longue-traine,non,"Bassin petite (8,400hab) - longue traine, faible vol"
chauffagiste anse,transactional,local-listing,commune-bassin,chauffagiste,aucun,27,low,/lyon/anse/chauffagiste,a-creer,4,T3-longue-traine,non,"Bassin petite (8,400hab) - longue traine, faible vol"
peintre heyrieux,transactional,local-listing,commune-bassin,peintre,aucun,27,low,/lyon/heyrieux/peintre,a-creer,4,T3-longue-traine,non,"Bassin petite (5,100hab) - longue traine, faible vol"
menuisier heyrieux,transactional,local-listing,commune-bassin,menuisier,aucun,27,low,/lyon/heyrieux/menuisier,a-creer,4,T3-longue-traine,non,"Bassin petite (5,100hab) - longue traine, faible vol"
plombier thoiry,transactional,local-listing,commune-banlieue,plombier,aucun,26,low,/chambery/thoiry/plombier,a-creer,4,T3-longue-traine,non,Couverture geographique exhaustive
carreleur pontcharra,transactional,local-listing,commune-bassin,carreleur,aucun,26,low,/chambery/pontcharra/carreleur,a-creer,4,T3-longue-traine,non,"Bassin petite (7,200hab) - longue traine, faible vol"
chauffagiste pontcharra,transactional,local-listing,commune-bassin,chauffagiste,aucun,26,low,/chambery/pontcharra/chauffagiste,a-creer,4,T3-longue-traine,non,"Bassin petite (7,200hab) - longue traine, faible vol"
electricien la bridoire,transactional,local-listing,commune-bassin,electricien,aucun,26,low,/chambery/la-bridoire/electricien,a-creer,4,T3-longue-traine,non,"Bassin petite (800hab) - longue traine, faible vol"
peintre ile verte,transactional,local-listing,quartier-intramuros,peintre,aucun,26,low,/grenoble/ile-verte/peintre,a-creer,4,T3-longue-traine,non,"Quartier Grenoble (7,000hab) - tres longue traine"
menuisier ile verte,transactional,local-listing,quartier-intramuros,menuisier,aucun,26,low,/grenoble/ile-verte/menuisier,a-creer,4,T3-longue-traine,non,"Quartier Grenoble (7,000hab) - tres longue traine"
electricien pont en royans,transactional,local-listing,commune-bassin,electricien,aucun,26,low,/grenoble/pont-en-royans/electricien,a-creer,4,T3-longue-traine,non,"Bassin petite (850hab) - longue traine, faible vol"
peintre pont de cheruy,transactional,local-listing,commune-bassin,peintre,aucun,26,low,/lyon/pont-de-cheruy/peintre,a-creer,4,T3-longue-traine,non,"Bassin petite (4,700hab) - longue traine, faible vol"
menuisier pont de cheruy,transactional,local-listing,commune-bassin,menuisier,aucun,26,low,/lyon/pont-de-cheruy/menuisier,a-creer,4,T3-longue-traine,non,"Bassin petite (4,700hab) - longue traine, faible vol"
peintre communay,transactional,local-listing,commune-bassin,peintre,aucun,26,low,/lyon/communay/peintre,a-creer,4,T3-longue-traine,non,"Bassin petite (4,600hab) - longue traine, faible vol"
menuisier communay,transactional,local-listing,commune-bassin,menuisier,aucun,26,low,/lyon/communay/menuisier,a-creer,4,T3-longue-traine,non,"Bassin petite (4,600hab) - longue traine, faible vol"
peintre pusignan,transactional,local-listing,commune-bassin,peintre,aucun,26,low,/lyon/pusignan/peintre,a-creer,4,T3-longue-traine,non,"Bassin petite (4,800hab) - longue traine, faible vol"
menuisier pusignan,transactional,local-listing,commune-bassin,menuisier,aucun,26,low,/lyon/pusignan/menuisier,a-creer,4,T3-longue-traine,non,"Bassin petite (4,800hab) - longue traine, faible vol"
peintre villette d anthon,transactional,local-listing,commune-bassin,peintre,aucun,26,low,/lyon/villette-d-anthon/peintre,a-creer,4,T3-longue-traine,non,"Bassin petite (4,700hab) - longue traine, faible vol"
menuisier villette d anthon,transactional,local-listing,commune-bassin,menuisier,aucun,26,low,/lyon/villette-d-anthon/menuisier,a-creer,4,T3-longue-traine,non,"Bassin petite (4,700hab) - longue traine, faible vol"
peintre centre ville,transactional,local-listing,quartier-intramuros,peintre,aucun,26,low,/valence/centre-ville/peintre,a-creer,4,T3-longue-traine,non,"Quartier Valence (7,000hab) - tres longue traine"
menuisier centre ville,transactional,local-listing,quartier-intramuros,menuisier,aucun,26,low,/valence/centre-ville/menuisier,a-creer,4,T3-longue-traine,non,"Quartier Valence (7,000hab) - tres longue traine"
peintre die,transactional,local-listing,commune-bassin,peintre,aucun,26,low,/valence/die/peintre,a-creer,4,T3-longue-traine,non,"Bassin petite (4,600hab) - longue traine, faible vol"
menuisier die,transactional,local-listing,commune-bassin,menuisier,aucun,26,low,/valence/die/menuisier,a-creer,4,T3-longue-traine,non,"Bassin petite (4,600hab) - longue traine, faible vol"
electricien pre de l ane,transactional,local-listing,quartier-intramuros,electricien,aucun,25,low,/chambery/pre-de-l-ane/electricien,a-creer,4,T3-longue-traine,non,"Quartier Chambéry (1,200hab) - tres longue traine"
plombier la thuile,transactional,local-listing,commune-banlieue,plombier,aucun,25,low,/chambery/la-thuile/plombier,a-creer,4,T3-longue-traine,non,Couverture geographique exhaustive
electricien le chatelard,transactional,local-listing,commune-bassin,electricien,aucun,25,low,/chambery/le-chatelard/electricien,a-creer,4,T3-longue-traine,non,"Bassin petite (750hab) - longue traine, faible vol"
electricien charvonnex,transactional,local-listing,commune-banlieue,electricien,aucun,25,low,/annecy/charvonnex/electricien,a-creer,4,T3-longue-traine,non,Couverture geographique exhaustive
peintre abbaye,transactional,local-listing,quartier-intramuros,peintre,aucun,25,low,/grenoble/abbaye/peintre,a-creer,4,T3-longue-traine,non,"Quartier Grenoble (6,500hab) - tres longue traine"
menuisier abbaye,transactional,local-listing,quartier-intramuros,menuisier,aucun,25,low,/grenoble/abbaye/menuisier,a-creer,4,T3-longue-traine,non,"Quartier Grenoble (6,500hab) - tres longue traine"
peintre allevard,transactional,local-listing,commune-bassin,peintre,aucun,25,low,/grenoble/allevard/peintre,a-creer,4,T3-longue-traine,non,"Bassin petite (4,200hab) - longue traine, faible vol"
menuisier allevard,transactional,local-listing,commune-bassin,menuisier,aucun,25,low,/grenoble/allevard/menuisier,a-creer,4,T3-longue-traine,non,"Bassin petite (4,200hab) - longue traine, faible vol"
peintre villard de lans,transactional,local-listing,commune-bassin,peintre,aucun,25,low,/grenoble/villard-de-lans/peintre,a-creer,4,T3-longue-traine,non,"Bassin petite (4,100hab) - longue traine, faible vol"
menuisier villard de lans,transactional,local-listing,commune-bassin,menuisier,aucun,25,low,/grenoble/villard-de-lans/menuisier,a-creer,4,T3-longue-traine,non,"Bassin petite (4,100hab) - longue traine, faible vol"
peintre vinay,transactional,local-listing,commune-bassin,peintre,aucun,25,low,/grenoble/vinay/peintre,a-creer,4,T3-longue-traine,non,"Bassin petite (4,100hab) - longue traine, faible vol"
menuisier vinay,transactional,local-listing,commune-bassin,menuisier,aucun,25,low,/grenoble/vinay/menuisier,a-creer,4,T3-longue-traine,non,"Bassin petite (4,100hab) - longue traine, faible vol"
peintre champvert,transactional,local-listing,quartier-intramuros,peintre,aucun,25,low,/lyon/champvert/peintre,a-creer,4,T3-longue-traine,non,"Quartier Lyon (6,500hab) - tres longue traine"
menuisier champvert,transactional,local-listing,quartier-intramuros,menuisier,aucun,25,low,/lyon/champvert/menuisier,a-creer,4,T3-longue-traine,non,"Quartier Lyon (6,500hab) - tres longue traine"
carreleur saint symphorien d ozon,transactional,local-listing,commune-bassin,carreleur,aucun,25,low,/lyon/saint-symphorien-d-ozon/carreleur,a-creer,4,T3-longue-traine,non,"Bassin petite (6,600hab) - longue traine, faible vol"
chauffagiste saint symphorien d ozon,transactional,local-listing,commune-bassin,chauffagiste,aucun,25,low,/lyon/saint-symphorien-d-ozon/chauffagiste,a-creer,4,T3-longue-traine,non,"Bassin petite (6,600hab) - longue traine, faible vol"
carreleur jonage,transactional,local-listing,commune-bassin,carreleur,aucun,25,low,/lyon/jonage/carreleur,a-creer,4,T3-longue-traine,non,"Bassin petite (6,700hab) - longue traine, faible vol"
chauffagiste jonage,transactional,local-listing,commune-bassin,chauffagiste,aucun,25,low,/lyon/jonage/chauffagiste,a-creer,4,T3-longue-traine,non,"Bassin petite (6,700hab) - longue traine, faible vol"
peintre polygone,transactional,local-listing,quartier-intramuros,peintre,aucun,25,low,/valence/polygone/peintre,a-creer,4,T3-longue-traine,non,"Quartier Valence (6,500hab) - tres longue traine"
menuisier polygone,transactional,local-listing,quartier-intramuros,menuisier,aucun,25,low,/valence/polygone/menuisier,a-creer,4,T3-longue-traine,non,"Quartier Valence (6,500hab) - tres longue traine"
peintre fontbarlettes,transactional,local-listing,quartier-intramuros,peintre,aucun,25,low,/valence/fontbarlettes/peintre,a-creer,4,T3-longue-traine,non,"Quartier Valence (6,800hab) - tres longue traine"
menuisier fontbarlettes,transactional,local-listing,quartier-intramuros,menuisier,aucun,25,low,/valence/fontbarlettes/menuisier,a-creer,4,T3-longue-traine,non,"Quartier Valence (6,800hab) - tres longue traine"
cout muret cloture,informational,prix-tarif,national,macon,prix,25,medium,/prix/macon/muret,a-creer,4,T3-longue-traine,oui,Synonyme cout - capture verbatim utilisateur
peintre centre ville,transactional,local-listing,quartier-intramuros,peintre,aucun,24,low,/chambery/centre-ville/peintre,a-creer,4,T3-longue-traine,non,"Quartier Chambéry (6,000hab) - tres longue traine"
menuisier centre ville,transactional,local-listing,quartier-intramuros,menuisier,aucun,24,low,/chambery/centre-ville/menuisier,a-creer,4,T3-longue-traine,non,"Quartier Chambéry (6,000hab) - tres longue traine"
electricien saint jeoire prieure,transactional,local-listing,commune-banlieue,electricien,aucun,24,low,/chambery/saint-jeoire-prieure/electricien,a-creer,4,T3-longue-traine,non,Couverture geographique exhaustive
electricien saint sulpice,transactional,local-listing,commune-banlieue,electricien,aucun,24,low,/chambery/saint-sulpice/electricien,a-creer,4,T3-longue-traine,non,Couverture geographique exhaustive
electricien montagnole,transactional,local-listing,commune-banlieue,electricien,aucun,24,low,/chambery/montagnole/electricien,a-creer,4,T3-longue-traine,non,Couverture geographique exhaustive
plombier curienne,transactional,local-listing,commune-banlieue,plombier,aucun,24,low,/chambery/curienne/plombier,a-creer,4,T3-longue-traine,non,Couverture geographique exhaustive
peintre montmelian,transactional,local-listing,commune-bassin,peintre,aucun,24,low,/chambery/montmelian/peintre,a-creer,4,T3-longue-traine,non,"Bassin petite (4,000hab) - longue traine, faible vol"
menuisier montmelian,transactional,local-listing,commune-bassin,menuisier,aucun,24,low,/chambery/montmelian/menuisier,a-creer,4,T3-longue-traine,non,"Bassin petite (4,000hab) - longue traine, faible vol"
peintre saint pierre d albigny,transactional,local-listing,commune-bassin,peintre,aucun,24,low,/chambery/saint-pierre-d-albigny/peintre,a-creer,4,T3-longue-traine,non,"Bassin petite (4,000hab) - longue traine, faible vol"
menuisier saint pierre d albigny,transactional,local-listing,commune-bassin,menuisier,aucun,24,low,/chambery/saint-pierre-d-albigny/menuisier,a-creer,4,T3-longue-traine,non,"Bassin petite (4,000hab) - longue traine, faible vol"
peintre novel,transactional,local-listing,quartier-intramuros,peintre,aucun,24,low,/annecy/novel/peintre,a-creer,4,T3-longue-traine,non,"Quartier Annecy (6,000hab) - tres longue traine"
menuisier novel,transactional,local-listing,quartier-intramuros,menuisier,aucun,24,low,/annecy/novel/menuisier,a-creer,4,T3-longue-traine,non,"Quartier Annecy (6,000hab) - tres longue traine"
electricien montagny les lanches,transactional,local-listing,commune-banlieue,electricien,aucun,24,low,/annecy/montagny-les-lanches/electricien,a-creer,4,T3-longue-traine,non,Couverture geographique exhaustive
electricien naves parmelan,transactional,local-listing,commune-banlieue,electricien,aucun,24,low,/annecy/naves-parmelan/electricien,a-creer,4,T3-longue-traine,non,Couverture geographique exhaustive
peintre notre dame,transactional,local-listing,quartier-intramuros,peintre,aucun,24,low,/grenoble/notre-dame/peintre,a-creer,4,T3-longue-traine,non,"Quartier Grenoble (6,000hab) - tres longue traine"
menuisier notre dame,transactional,local-listing,quartier-intramuros,menuisier,aucun,24,low,/grenoble/notre-dame/menuisier,a-creer,4,T3-longue-traine,non,"Quartier Grenoble (6,000hab) - tres longue traine"
peintre saint bruno,transactional,local-listing,quartier-intramuros,peintre,aucun,24,low,/grenoble/saint-bruno/peintre,a-creer,4,T3-longue-traine,non,"Quartier Grenoble (6,000hab) - tres longue traine"
menuisier saint bruno,transactional,local-listing,quartier-intramuros,menuisier,aucun,24,low,/grenoble/saint-bruno/menuisier,a-creer,4,T3-longue-traine,non,"Quartier Grenoble (6,000hab) - tres longue traine"
peintre capuche,transactional,local-listing,quartier-intramuros,peintre,aucun,24,low,/grenoble/capuche/peintre,a-creer,4,T3-longue-traine,non,"Quartier Grenoble (6,000hab) - tres longue traine"
menuisier capuche,transactional,local-listing,quartier-intramuros,menuisier,aucun,24,low,/grenoble/capuche/menuisier,a-creer,4,T3-longue-traine,non,"Quartier Grenoble (6,000hab) - tres longue traine"
peintre bajatiere,transactional,local-listing,quartier-intramuros,peintre,aucun,24,low,/grenoble/bajatiere/peintre,a-creer,4,T3-longue-traine,non,"Quartier Grenoble (6,000hab) - tres longue traine"
menuisier bajatiere,transactional,local-listing,quartier-intramuros,menuisier,aucun,24,low,/grenoble/bajatiere/menuisier,a-creer,4,T3-longue-traine,non,"Quartier Grenoble (6,000hab) - tres longue traine"
peintre teisseire,transactional,local-listing,quartier-intramuros,peintre,aucun,24,low,/grenoble/teisseire/peintre,a-creer,4,T3-longue-traine,non,"Quartier Grenoble (6,000hab) - tres longue traine"
menuisier teisseire,transactional,local-listing,quartier-intramuros,menuisier,aucun,24,low,/grenoble/teisseire/menuisier,a-creer,4,T3-longue-traine,non,"Quartier Grenoble (6,000hab) - tres longue traine"
peintre bellecour,transactional,local-listing,quartier-intramuros,peintre,aucun,24,low,/lyon/bellecour/peintre,a-creer,4,T3-longue-traine,non,"Quartier Lyon (6,000hab) - tres longue traine"
menuisier bellecour,transactional,local-listing,quartier-intramuros,menuisier,aucun,24,low,/lyon/bellecour/menuisier,a-creer,4,T3-longue-traine,non,"Quartier Lyon (6,000hab) - tres longue traine"
peintre saint just,transactional,local-listing,quartier-intramuros,peintre,aucun,24,low,/lyon/saint-just/peintre,a-creer,4,T3-longue-traine,non,"Quartier Lyon (6,000hab) - tres longue traine"
menuisier saint just,transactional,local-listing,quartier-intramuros,menuisier,aucun,24,low,/lyon/saint-just/menuisier,a-creer,4,T3-longue-traine,non,"Quartier Lyon (6,000hab) - tres longue traine"
carreleur mornant,transactional,local-listing,commune-bassin,carreleur,aucun,24,low,/lyon/mornant/carreleur,a-creer,4,T3-longue-traine,non,"Bassin petite (6,200hab) - longue traine, faible vol"
chauffagiste mornant,transactional,local-listing,commune-bassin,chauffagiste,aucun,24,low,/lyon/mornant/chauffagiste,a-creer,4,T3-longue-traine,non,"Bassin petite (6,200hab) - longue traine, faible vol"
carreleur saint laurent de mure,transactional,local-listing,commune-bassin,carreleur,aucun,24,low,/lyon/saint-laurent-de-mure/carreleur,a-creer,4,T3-longue-traine,non,"Bassin petite (6,200hab) - longue traine, faible vol"
chauffagiste saint laurent de mure,transactional,local-listing,commune-bassin,chauffagiste,aucun,24,low,/lyon/saint-laurent-de-mure/chauffagiste,a-creer,4,T3-longue-traine,non,"Bassin petite (6,200hab) - longue traine, faible vol"
peintre mistral,transactional,local-listing,quartier-intramuros,peintre,aucun,23,low,/grenoble/mistral/peintre,a-creer,4,T3-longue-traine,non,"Quartier Grenoble (5,500hab) - tres longue traine"
menuisier mistral,transactional,local-listing,quartier-intramuros,menuisier,aucun,23,low,/grenoble/mistral/menuisier,a-creer,4,T3-longue-traine,non,"Quartier Grenoble (5,500hab) - tres longue traine"
peintre vigny musset,transactional,local-listing,quartier-intramuros,peintre,aucun,23,low,/grenoble/vigny-musset/peintre,a-creer,4,T3-longue-traine,non,"Quartier Grenoble (5,500hab) - tres longue traine"
menuisier vigny musset,transactional,local-listing,quartier-intramuros,menuisier,aucun,23,low,/grenoble/vigny-musset/menuisier,a-creer,4,T3-longue-traine,non,"Quartier Grenoble (5,500hab) - tres longue traine"
peintre menival,transactional,local-listing,quartier-intramuros,peintre,aucun,23,low,/lyon/menival/peintre,a-creer,4,T3-longue-traine,non,"Quartier Lyon (5,500hab) - tres longue traine"
menuisier menival,transactional,local-listing,quartier-intramuros,menuisier,aucun,23,low,/lyon/menival/menuisier,a-creer,4,T3-longue-traine,non,"Quartier Lyon (5,500hab) - tres longue traine"
macon chaponost,transactional,local-listing,commune-bassin,macon,aucun,23,low,/lyon/chaponost/macon,a-creer,4,T3-longue-traine,non,"Bassin petite (9,100hab) - longue traine, faible vol"
couvreur chaponost,transactional,local-listing,commune-bassin,couvreur,aucun,23,low,/lyon/chaponost/couvreur,a-creer,4,T3-longue-traine,non,"Bassin petite (9,100hab) - longue traine, faible vol"
peintre mistral,transactional,local-listing,quartier-intramuros,peintre,aucun,23,low,/valence/mistral/peintre,a-creer,4,T3-longue-traine,non,"Quartier Valence (5,200hab) - tres longue traine"
menuisier mistral,transactional,local-listing,quartier-intramuros,menuisier,aucun,23,low,/valence/mistral/menuisier,a-creer,4,T3-longue-traine,non,"Quartier Valence (5,200hab) - tres longue traine"
peintre montelimar 26200,transactional,local-listing,commune-bassin,peintre,aucun,23,low,/valence/montelimar/peintre,a-creer,4,T3-longue-traine,non,Variante avec code postal - signal local hyper-precis
menuisier montelimar 26200,transactional,local-listing,commune-bassin,menuisier,aucun,23,low,/valence/montelimar/menuisier,a-creer,4,T3-longue-traine,non,Variante avec code postal - signal local hyper-precis
peintre le biollay,transactional,local-listing,quartier-intramuros,peintre,aucun,22,low,/chambery/le-biollay/peintre,a-creer,4,T3-longue-traine,non,"Quartier Chambéry (5,000hab) - tres longue traine"
menuisier le biollay,transactional,local-listing,quartier-intramuros,menuisier,aucun,22,low,/chambery/le-biollay/menuisier,a-creer,4,T3-longue-traine,non,"Quartier Chambéry (5,000hab) - tres longue traine"
peintre barberaz,transactional,local-listing,commune-banlieue,peintre,aucun,22,low,/chambery/barberaz/peintre,a-creer,4,T3-longue-traine,non,Couverture geographique exhaustive
menuisier barberaz,transactional,local-listing,commune-banlieue,menuisier,aucun,22,low,/chambery/barberaz/menuisier,a-creer,4,T3-longue-traine,non,Couverture geographique exhaustive
plombier puygros,transactional,local-listing,commune-banlieue,plombier,aucun,22,low,/chambery/puygros/plombier,a-creer,4,T3-longue-traine,non,Couverture geographique exhaustive
peintre le pont de beauvoisin,transactional,local-listing,commune-bassin,peintre,aucun,22,low,/chambery/le-pont-de-beauvoisin/peintre,a-creer,4,T3-longue-traine,non,"Bassin petite (3,200hab) - longue traine, faible vol"
menuisier le pont de beauvoisin,transactional,local-listing,commune-bassin,menuisier,aucun,22,low,/chambery/le-pont-de-beauvoisin/menuisier,a-creer,4,T3-longue-traine,non,"Bassin petite (3,200hab) - longue traine, faible vol"
peintre yenne,transactional,local-listing,commune-bassin,peintre,aucun,22,low,/chambery/yenne/peintre,a-creer,4,T3-longue-traine,non,"Bassin petite (3,000hab) - longue traine, faible vol"
menuisier yenne,transactional,local-listing,commune-bassin,menuisier,aucun,22,low,/chambery/yenne/menuisier,a-creer,4,T3-longue-traine,non,"Bassin petite (3,000hab) - longue traine, faible vol"
peintre les romains,transactional,local-listing,quartier-intramuros,peintre,aucun,22,low,/annecy/les-romains/peintre,a-creer,4,T3-longue-traine,non,"Quartier Annecy (5,000hab) - tres longue traine"
menuisier les romains,transactional,local-listing,quartier-intramuros,menuisier,aucun,22,low,/annecy/les-romains/menuisier,a-creer,4,T3-longue-traine,non,"Quartier Annecy (5,000hab) - tres longue traine"
peintre annemasse 74100,transactional,local-listing,commune-bassin,peintre,aucun,22,low,/annecy/annemasse/peintre,a-creer,4,T3-longue-traine,non,Variante avec code postal - signal local hyper-precis
menuisier annemasse 74100,transactional,local-listing,commune-bassin,menuisier,aucun,22,low,/annecy/annemasse/menuisier,a-creer,4,T3-longue-traine,non,Variante avec code postal - signal local hyper-precis
peintre thonon les bains 74200,transactional,local-listing,commune-bassin,peintre,aucun,22,low,/annecy/thonon-les-bains/peintre,a-creer,4,T3-longue-traine,non,Variante avec code postal - signal local hyper-precis
menuisier thonon les bains 74200,transactional,local-listing,commune-bassin,menuisier,aucun,22,low,/annecy/thonon-les-bains/menuisier,a-creer,4,T3-longue-traine,non,Variante avec code postal - signal local hyper-precis
macon evian les bains,transactional,local-listing,commune-bassin,macon,aucun,22,low,/annecy/evian-les-bains/macon,a-creer,4,T3-longue-traine,non,"Bassin petite (8,900hab) - longue traine, faible vol"
couvreur evian les bains,transactional,local-listing,commune-bassin,couvreur,aucun,22,low,/annecy/evian-les-bains/couvreur,a-creer,4,T3-longue-traine,non,"Bassin petite (8,900hab) - longue traine, faible vol"
peintre malherbe,transactional,local-listing,quartier-intramuros,peintre,aucun,22,low,/grenoble/malherbe/peintre,a-creer,4,T3-longue-traine,non,"Quartier Grenoble (5,000hab) - tres longue traine"
menuisier malherbe,transactional,local-listing,quartier-intramuros,menuisier,aucun,22,low,/grenoble/malherbe/menuisier,a-creer,4,T3-longue-traine,non,"Quartier Grenoble (5,000hab) - tres longue traine"
peintre autrans meaudre en vercors,transactional,local-listing,commune-bassin,peintre,aucun,22,low,/grenoble/autrans-meaudre-en-vercors/peintre,a-creer,4,T3-longue-traine,non,"Bassin petite (3,100hab) - longue traine, faible vol"
